,Farmacia,Producto,SKU,Normal,Oferta
1897,Ahumada,Doxithal 50 mg x 20 Comprimidos Dispersables,7610,15295.00,15295.00
1898,Ahumada,Muscletech Whey Gold Cookies & Cream x 1000 g,84768,33695.00,33695.00
1899,Ahumada,AB 5 mg Antiseptico Bucal x 12 Comprimidos Masticables,9088,3095.00,3095.00
1900,Ahumada,"Tareg D 320 mg\/12,5 mg x 28 Comprimidos Recubiertos",61285,45495.00,45495.00
1901,Ahumada,"Latof 0,005 % x 2,5 mL Soluci\u00f3n Oftalmica",20218,17595.00,17595.00
1902,Ahumada,LOCI\u00d3N  CORPORAL LIGERA EUCERIN pH5 400 ML,86200,20399.00,20399.00
1903,Ahumada,Ducray Protector Solar Melascreen Crema Ligera Pieles Normales A Mixtas SPF 50+ x 40 mL,71456,18699.00,18699.00
1904,Ahumada,Fructis Tratamiento Capilar Super Oleo 8 x 100 mL,75595,5399.00,5399.00
1905,Ahumada,Cetaphil Crema Hidratante Noche x 48 g,84727,18899.00,18899.00
1906,Ahumada,m\u00e1scara facial de hidrogel neutrogena purifying boost 30ml,86847001,3299.00,3299.00
1907,Ahumada,Nan Formula A\/R x 400 g,29916,14799.00,14799.00
1908,Ahumada,Gesidol Infantil 120 mg\/5 mL x 100 mL Jarabe,88022,9395.00,9395.00
1909,Ahumada,La Roche Posay Crema Redermic C Piel Seca x 40 mL,74289,37099.00,37099.00
1910,Ahumada,Maybelline Delineador De Ojos Precise Black 110 x 1 Unidad,74080,4849.00,4849.00
1911,Ahumada,Nan Formula Etapa 2 Tarro x 900 g,44450,15999.00,15999.00
1912,Ahumada,Ketoconazol 200 mg x 10 Comprimidos,2055,3095.00,3095.00
1913,Ahumada,Deca Durabolin 50 mg\/mL x 1 mL Solucion Oleosa Inyectable,7037,20295.00,20295.00
1914,Ahumada,Berodual Soluci\u00f3n x 20 mL Soluci\u00f3n Para Inhalaci\u00f3n,964,28795.00,28795.00
1915,Ahumada,Tena Toalla Higienica Medium Incontinencia Leve x 10 Unidades,84316,3899.00,3899.00
1916,Ahumada,Eutirox 175 mcg x 50 Comprimidos,41130,22795.00,22795.00
1917,Ahumada,D-Histaplus 5 mg x 30 Comprimidos Recubiertos,48495,8095.00,8095.00
1918,Ahumada,Serevent LF 25 mcg\/Dosis x 120 Dosis Aerosol Para Inhalacion,60148,48695.00,48695.00
1919,Ahumada,Piretanyl x 20 Comprimidos,6187,2695.00,2695.00
1920,Ahumada,Radigen 1 mg\/mL x 30 mL Soluci\u00f3n Oral Para Gotas,47090,17295.00,17295.00
1921,Ahumada,CREMA CORPORAL NIVEA HIDRATACI\u00d3N EXPRESS 400ML,64961,6299.00,6299.00
1922,Ahumada,Pigeon Aspirador Nasal Con Deposito x 1 Unidad,86875,11999.00,11999.00
1923,Ahumada,Old Spice Desodorante Barra Fresh x 50 g,44346002,3299.00,3299.00
1924,Ahumada,Pruval 2 mg x 30 Comprimidos Recubiertos,79763,41995.00,41995.00
1925,Ahumada,Antonio Banderas Estuche Blue Seduction For Woman + Body Lotion x 1 Pack,87330,14699.00,14699.00
1926,Ahumada,Bi-O Antitraspirante Roll On Clarify Afina x 50 mL,69603005,3049.00,3049.00
1927,Ahumada,Soap & Glory Crema Hand Food Tropical x 1 Unidad,85176,6999.00,6999.00
1928,Ahumada,Isdin Gel Facial Glicoisdin\u00ae 10 Antiedad x 50 mL,50188,31499.00,31499.00
1929,Ahumada,Eau Thermale Av\u00e8ne Loci\u00f3n Micelar Desmaquillante x 400 mL,88184,15999.00,15999.00
1930,Ahumada,Dinaflex Duo Forte x 30 Sobres,38162,35795.00,35795.00
1931,Ahumada,Goicoechea Crema Corporal Elastina Col\u00e1geno x 400 mL,84173005,7799.00,7799.00
1932,Ahumada,Soap & Glory Crema Loci\u00f3n Corporal Sugar Crush x 500 mL,81129003,12999.00,12999.00
1933,Ahumada,"Losapres D 50 mg\/12,5 mg x 30 Comprimidos Recubiertos",18296,26095.00,26095.00
1934,Ahumada,Celedox 200 mg x 10 C\u00e1psulas,79060,11395.00,11395.00
1935,Ahumada,Dove Pack Jabon 90 g x 1 Pack,24236,3299.00,3299.00
1936,Ahumada,Baycuten x 15 g Crema T\u00f3pica,93,27095.00,27095.00
1937,Ahumada,Blunding Mu\u00f1equera Elastica Talla M x 1 Unidad,87044,5995.00,5995.00
1938,Ahumada,Norvetal 20 CD x 28 Comprimidos Recubiertos,71171,12095.00,12095.00
1939,Ahumada,Simonds Baby Set Manicure 3 Piezas x 1 Unidad,85450,8199.00,8199.00
1940,Ahumada,Vadiral 1000 mg x 21 Comprimidos Recubiertos,69978,53995.00,53995.00
1941,Ahumada,Maltofer 50 mg\/mL x 30 mL Soluci\u00f3n Oral Para Gotas,15029,21195.00,21195.00
1942,Ahumada,Gianda CD x 28 Comprimidos Recubiertos,79826,19395.00,19395.00
1943,Ahumada,Natuvit Propoleo Miel Y Palta x 30 mL Spray,74369,4095.00,4095.00
1944,Ahumada,Kitadol 120 mg\/5 mL x 60 mL Jarabe,9209,10495.00,10495.00
1945,Ahumada,Omeprazol 20 mg x 30 C\u00e1psulas Con Gr\u00e1nulos Con Recubrimiento Ent\u00e9rico,72248,1445.00,1445.00
1946,Ahumada,One Touch Ultra Soft x 25 Lancetas,38492,5195.00,5195.00
1947,Ahumada,"Hormogel Pump 0,5 mg\/pulsaci\u00f3n x 35 g Gel Transd\u00e9rmico",64702,17695.00,17695.00
1948,Ahumada,Alondra 2 mg x 30 Comprimidos Recubiertos,72529,27095.00,27095.00
1949,Ahumada,Burnshield Hydrogel Liquido x 125 mL,85606,7295.00,7295.00
1950,Ahumada,Hedilar Miel Naranja 35 mg\/5 mL x 120 mL Jarabe,50769,3795.00,3795.00
1951,Ahumada,Rehsal 90 x 4 Sobres Polvo Para Soluci\u00f3n Oral,2211,10895.00,10895.00
1952,Ahumada,Fructis Shampoo Anticaspa Graso x 350 mL,32363002,3849.00,3849.00
1953,Ahumada,Australian Gold Protector Solar Spray Bronze FPS 30 x 237 mL,68855,11499.00,11499.00
1954,Ahumada,Vichy Bruma Matificante Normaderm Phytosolution x 100 mL,88158,17099.00,17099.00
1955,Ahumada,CREMA DE MANOS NIVEA ALOE VERA 100ML,86977,2399.00,2399.00
1956,Ahumada,Acondicionador T\u00edo Nacho  Coco Ultrahidratante 415ml,85350,7999.00,7999.00
1957,Ahumada,Colgate Cepillo Dental 360 Twins Medio x 2 Unidades,50756,4799.00,4799.00
1958,Ahumada,Herolan SF 10 mL x 200 Dosis Aerosol Para Inhalaci\u00f3n,70238,22695.00,22695.00
1959,Ahumada,Vitis Repuesto Cepillo El\u00e9ctrico Sonic S10\/S20 Encias x 2 Unidades,87062,13999.00,13999.00
1960,Ahumada,Mam Cepillo De Entrenamiento 5+ Meses x 1 Unidad,86876,7649.00,7649.00
1961,Ahumada,ESMALTE XTREME WEAR MAUVE OVER SALLY HANSEN,87232005,2999.00,2999.00
1962,Ahumada,lubriderm prevencion uv30 x 750 ml,85487,8399.00,8399.00
1963,Ahumada,Gillette Repuesto Mach3 Sensitive x 8 Unidades,69900,18099.00,18099.00
1964,Ahumada,All Out Piojos Loci\u00f3n x 150 mL Loci\u00f3n T\u00f3pica,82303,12395.00,12395.00
1965,Ahumada,Ducray Crema Calmante Anti-Imperfecciones Keracnyl Para Pieles Grasas Con Tendencia Acn\u00e9ica PP x 30 mL,81412,17999.00,17999.00
1966,Ahumada,Aguja Verifine Desechable 31 G\/5 mm x 5 Unidades,76181,1595.00,1595.00
1967,Ahumada,Fosfosoda Casen Lax x 45 mL Soluci\u00f3n Oral,57,9495.00,9495.00
1968,Ahumada,Leukoplast Tela Adhesiva 2.5cm x 5m 1 Und.,3597,6695.00,6695.00
1969,Ahumada,Iltux 40 mg x 28 Comprimidos Recubiertos,67834,19595.00,19595.00
1970,Ahumada,Kopodex 500 mg x 30 Comprimidos Recubiertos,43407,23145.00,23145.00
1971,Ahumada,Rigotax 10 mg\/mL x 15 mL Soluci\u00f3n Oral Para Gotas,24426,10495.00,10495.00
1972,Ahumada,La Roche Posay Serum Hyalu B5 x 30 mL,84997,37499.00,37499.00
1973,Ahumada,Nogesta 75 mcg x 28 Comprimidos Recubiertos,44024,14695.00,14695.00
1974,Ahumada,"Micardis Plus 40 mg\/12,5 mg x 28 Comprimidos",44339,41295.00,41295.00
1975,Ahumada,Quetidin XR 200 mg x 30 Comprimidos Recubiertos De Liberacion Prolongada,70520,57445.00,57445.00
1976,Ahumada,Niofen Flu Forte 200\/30 mg\/ml x 120 mL Suspensi\u00f3n Oral,35382,16895.00,16895.00
1977,Ahumada,Altruline 50 mg x 30 Comprimidos Recubiertos,13396,47095.00,47095.00
1978,Ahumada,Vichy Purete Thermale Desmaquillante Bif\u00e1sico x 100 mL,87755,10699.00,10699.00
1979,Ahumada,DESODORANTE ROLL ON NIVEA ACLARADO NATURAL CLASSIC TOUCH 50ML,72679,3099.00,3099.00
1980,Ahumada,Hipoglucin LP 1000 mg x 60 Comprimidos Recubiertos Liberaci\u00f3n Prolongada,81918,25395.00,25395.00
1981,Ahumada,Ibuprofeno 200 mg x 20 Comprimidos Recubiertos,86357,1345.00,1345.00
1982,Ahumada,Multiflora Plus x 30 C\u00e1psulas,84923,18995.00,18995.00
1983,Ahumada,Vitis Pasta Dental Junior Gel x 75 mL,85551,3599.00,3599.00
1984,Ahumada,Viadil Compuesto x 2 Ampollas Solucion Inyectable,9365,5895.00,5895.00
1985,Ahumada,Finartrit x 60 Comprimidos,26584,15595.00,15595.00
1986,Ahumada,Dove Pack Jabon Original 90 g x 1 Pack,81094,7299.00,7299.00
1987,Ahumada,Loreal Crema Antiarrugas Revitalift Cica Repair x 60 mL,82680,10399.00,10399.00
1988,Ahumada,Aguja Penfill Desechable 31G x 5 mm x 5 Unidades,42365,2095.00,2095.00
1989,Ahumada,Onglyza 5 mg x 28 Comprimidos Recubiertos,67836,36445.00,36445.00
1990,Ahumada,Parche Infantil Impermeable Monstruos,86937,5095.00,5095.00
1991,Ahumada,Gamalate B6  x 80 mL Soluci\u00f3n Oral,6334,29895.00,29895.00
1992,Ahumada,Sensodyne Pasta Dental Whitening x 90 g,62539,5399.00,5399.00
1993,Ahumada,Divanon 100 mg x 3 Capsulas Blandas Vaginales,24580,15495.00,15495.00
1994,Ahumada,Pielarmina Crema Manos Clinical x 80 g,70623,2999.00,2999.00
1995,Ahumada,Eutirox 100 mcg x 100 Comprimidos,8830,14795.00,14795.00
1996,Ahumada,Zival 5 mg x 40 Comprimidos Recubiertos,68862,12595.00,12595.00
1997,Ahumada,Kotex Toalla Higienica Nocturna Con Alas Ultrafina Suave x 15 Unidades,80079,2599.00,2599.00
1998,Ahumada,Fluidasa 600 mg x 10 Sobres Polvo Granulado Para Soluci\u00f3n Oral,77814,5195.00,5195.00
1999,Ahumada,Dinaflex Duo 400 mg\/500 mg x 60 C\u00e1psulas,20465,24745.00,24745.00
2000,Ahumada,"Alcohol Gel Aloe Vera, 60ml",49705,1795.00,1795.00
2001,Ahumada,Bisolvon Infantil 4 mg\/5 mL x 120 mL Jarabe,301,7095.00,7095.00
2002,Ahumada,Nutrisse Cor Intensa Tintura Rojo Pasion 6.66 x 1 Unidad,72894027,2899.00,2899.00
2003,Ahumada,Trazidex Ofteno x 5 mL Suspensi\u00f3n Oft\u00e1lmica,50161,17595.00,17595.00
2004,Ahumada,Pampers Pa\u00f1al Recien Nacido XP x 36 Unidades,71076,9599.00,9599.00
2005,Ahumada,Actron 600 mg x 10 Capsulas Blandas,48361,6095.00,6095.00
2006,Ahumada,Diane 35 x 21 Grageas,6557,24395.00,24395.00
2007,Ahumada,Flectane 500 mg\/20 mg x 30 Comprimidos Con Recubrimiento Enterico,85558,18295.00,18295.00
2008,Ahumada,Alexia 180 mg x 30 Comprimidos Recubiertos,44870,28595.00,28595.00
2009,Ahumada,Old Spice Body Spray Hombre Le\u00f1a x 150 mL,80435006,3199.00,3199.00
2010,Ahumada,"Cam 0,25 mg\/2 mg x 30 Comprimidos",919,11495.00,11495.00
2011,Ahumada,"Cerciora T 1,5 mg x 1 Comprimido",86856,17195.00,17195.00
2012,Ahumada,Cicatricure Crema Corporal Anti Estr\u00edas x 400 mL,86459001,7399.00,7399.00
2013,Ahumada,Egogyn 1000 UI x 30 C\u00e1psulas Blandas,19035,11695.00,11695.00
2014,Ahumada,La Roche Posay Protector Solar Anthelios Bruma Rostro Fps50 x 75 mL,82433,21099.00,21099.00
2015,Ahumada,Migranol x 10 Comprimidos Recubiertos,1440,1945.00,1945.00
2016,Ahumada,Glicenex SR 1000 mg x 30 Comprimidos de Liberacion Prolongada,87201,11695.00,11695.00
2017,Ahumada,Isdin Serum Isdinceutics Night Peel x 10 Ampollas,87663,18399.00,18399.00
2018,Ahumada,Cozaar 50 mg x 30 Comprimidos Recubiertos,12911,23595.00,23595.00
2019,Ahumada,Bentley Lubricante Frutilla x 50 g Gel Vaginal,69135,4695.00,4695.00
2020,Ahumada,Atacand 8 mg x 30 Comprimidos,16221,35195.00,35195.00
2021,Ahumada,0,66339,3499.00,3499.00
2022,Ahumada,Hidrasec 100 mg x 9 C\u00e1psulas,49377,12595.00,12595.00
2023,Ahumada,Capimax Locion Espuma Anticaida x 150 mL,85116,15995.00,15995.00
2024,Ahumada,Merpal 100 mg x 8 C\u00e1psulas Con Gr\u00e1nulos Recubiertos De Liberaci\u00f3n Prolongada,3637,4495.00,4495.00
2025,Ahumada,Giabri 100 mg x 30 Comprimidos,71048,27995.00,27995.00
2026,Ahumada,Agua Brava Eau de Toilette Azul x 50 mL,73255,10399.00,10399.00
2027,Ahumada,Natuvit Propoleo 20 % x 30 mL Solucion Para Gotas Orales,70176,3995.00,3995.00
2028,Ahumada,Ducray Shampoo Extra -Doux x 400 mL,87981,11799.00,11799.00
2029,Ahumada,Excellence Tintura 5 Casta\u00f1o Claro x 1 Unidad,32410009,7499.00,7499.00
2030,Ahumada,Pepsodent Pack Cepillo Dental White Now x 1 Pack,83736,4749.00,4749.00
2031,Ahumada,Sinus Rinse Recarga x 50 Sobres,74329,20295.00,20295.00
2032,Ahumada,Avene Pack Polvo Compacto FPS 50 Y Agua Micelar 50 mL x 1 Pack,82357,25999.00,25999.00
2033,Ahumada,Omega UP Ultra Pure x 120 Capsulas Blandas,87307,29095.00,29095.00
2034,Ahumada,Gillette Maquina De Afeitar Desechable Venus Sensitive x 2 Unidades,73857,6699.00,6699.00
2035,Ahumada,Neostrata Skin Active SPF 30 x 50 g Crema Facial Dia,75899,57799.00,57799.00
2036,Ahumada,Rayito De Sol Protector Solar FPS 50 Ozono x 190 g,77934,6299.00,6299.00
2037,Ahumada,Nutrisse Cor Intensa Tintura 3.0 Casta\u00f1o Oscuro x 1 Unidad,72894001,2899.00,2899.00
2038,Ahumada,Acnotin 20 mg x 30 C\u00e1psulas Blandas,44736,55295.00,55295.00
2039,Ahumada,Vitis Cepillo Dental Access Medio Mas Pasta Aloe 20 g x 1 Unidad,81797,4549.00,4549.00
2040,Ahumada,Movigil 200 mg x 30 Comprimidos,81803,34795.00,34795.00
2041,Ahumada,Auxxil 500 mg x 10 Comprimidos Recubiertos,37768,23995.00,23995.00
2042,Ahumada,Colgate Enjuague Bucal Zero Alcohol Total 12 Clean Mint x 1000 mL,87269,9449.00,9449.00
2043,Ahumada,Similac Formula Total Comfort Etapa 1 Y 2 x 1400 g,82770,34199.00,34199.00
2044,Ahumada,hidratante facial neutrogena\u00ae hydro boost\u00ae water gel x 50 gr.,83466,10649.00,10649.00
2045,Ahumada,Nutrisse Tintura 7.3 Miel x 1 Unidad,32409017,6099.00,6099.00
2046,Ahumada,Anfibol 5 mg x 30 Comprimidos,64728,18195.00,18195.00
2047,Ahumada,HIGIENE INTIMA EUCERIN 250 ML,41675,10149.00,10149.00
2048,Ahumada,Always Toalla Higienica Ultrafina Con Alas x 24 Unidades,68319,3299.00,3299.00
2049,Ahumada,Prudence Control x 3 Unidades,66624,3595.00,3595.00
2050,Ahumada,Dove Men Desodorante Roll On Invisible Dry Men x 50 mL,76148,3699.00,3699.00
2051,Ahumada,DESODORANTE SPRAY NIVEA SERUM EXTRA ACLARANTE 100 ML,85996,5399.00,5399.00
2052,Ahumada,Nan Formula Etapa 3 Tarro x 800 g,67563,11199.00,11199.00
2053,Ahumada,Trex 500 mg x 3 Comprimidos Recubiertos,9855,15095.00,15095.00
2054,Ahumada,Otoclean 10 % x 10 mL Solucion Para Gotas Oticas,86383,11245.00,11245.00
2055,Ahumada,Degraler 5 mg\/mL x 15 mL Soluci\u00f3n Oral Para Gotas,48306,19895.00,19895.00
2056,Ahumada,La Roche Posay Filtro Solar Anthelios FPS 50 Stick x 15 mL,62330,12699.00,12699.00
2057,Ahumada,Underan 2 % x 15 g Ung\u00fcento D\u00e9rmico,16114,26895.00,26895.00
2058,Ahumada,Huggies Toallitas Humedas One And Done x 48 Unidades,83008,2099.00,2099.00
2059,Ahumada,Protium-T x 30 C\u00e1psulas,81419,20895.00,20895.00
2060,Ahumada,Sal de Fruta Eno x 5 g Polvo Efervescente,76602,495.00,495.00
2061,Ahumada,D' Hipoglos Ung\u00fcento x 60 g,41195,6695.00,6695.00
2062,Ahumada,La Roche Posay Agua Termal Spray x 150 mL,41956,13199.00,13199.00
2063,Ahumada,Dove Antitranspirante Spray Original Women x 150 mL,83551009,3299.00,3299.00
2064,Ahumada,Oiltopic Crema Relipidizante x 200 mL,66098,11549.00,11549.00
2065,Ahumada,Bi-O Desodorante Barra Antitranspirante Clarify x 45 g,82191001,3399.00,3399.00
2066,Ahumada,Flixotide LF 50 mcg\/Dosis x 120 Dosis Aerosol Para Inhalacion,20113,51195.00,51195.00
2067,Ahumada,Hawaiian Tropic Protector Solar Island Sport Ultra Light FPS 50 x 240 mL,82366,8799.00,8799.00
2068,Ahumada,Rexona Desodorante Spray Xtra Cool For Men x 150 mL,75393001,3299.00,3299.00
2069,Ahumada,Isdin After Sun X 200 Ml,85673,9899.00,9899.00
2070,Ahumada,Colgate Cepillo Dental Smiles 0 A 2 A\u00f1os x 1 Unidad,45524,5299.00,5299.00
2071,Ahumada,Tareg-D 160 mg\/25 mg x 28 Comprimidos Recubiertos,43723,43695.00,43695.00
2072,Ahumada,Ciblex 15 mg x 30 Comprimidos Recubiertos,37190,24495.00,24495.00
2073,Ahumada,Nutrisse Cor Intensa Tintura 7.7 Casta\u00f1o Caramelo x 1 Unidad,72894024,2899.00,2899.00
2074,Ahumada,John Frieda Acondicionador Go Blonder x 250 mL,72926,8199.00,8199.00
2075,Ahumada,Nitexol 30 mg x 30 Capsulas Con Granulos Con Recubrimiento Enterico,62522,16395.00,16395.00
2076,Ahumada,Jeringa Desechable 10 mL x 1 Unidad,7785,695.00,695.00
2077,Ahumada,Glucerna Shake Vainilla x 237 mL,78698,2745.00,2745.00
2078,Ahumada,Vichy Protector Solar Ideal Soleil Antiedad x 50 mL,85030,19399.00,19399.00
2079,Ahumada,Lady Speed Stick Pack Desodorante En Barra Invisible Floral 45 g x 1 Pack,70944,5549.00,5549.00
2080,Ahumada,Bequium x 120 mL Jarabe,8373,18395.00,18395.00
2081,Ahumada,Lafigin 25 mg x 30 Comprimidos,24618,15295.00,15295.00
2082,Ahumada,Fructis Acondicionador Aloe Hidra Bomb x 350 mL,32017016,3199.00,3199.00
2083,Ahumada,Monkast 5 mg x 28 Comprimidos Masticables,86681,18595.00,18595.00
2084,Ahumada,Regenesis Next x 30 C\u00e1psulas Blandas,86263,17395.00,17395.00
2085,Ahumada,Gillette Pack Antitranspirante Barra Clinical Endurance Cool Wave 48 g x 1 Pack,86611,8499.00,8499.00
2086,Ahumada,Antonio Banderas Seduction Doses Blue Seduction Woman 02 x 30 mL,87830,5999.00,5999.00
2087,Ahumada,Protex Pack Jabon Avena 90 g x 3 Unidades,76346,3799.00,3799.00
2088,Ahumada,Crevet 500 mg x 32 Comprimidos Masticables,85370,3595.00,3595.00
2089,Ahumada,Prudence Wave x 3 Unidades,66620,3595.00,3595.00
2090,Ahumada,Boots Cortau\u00f1as Manos x 1 Unidad,86080,999.00,999.00
2091,Ahumada,No 7 Crema Early Defence Noche x 50 mL,81302,22999.00,22999.00
2092,Ahumada,Schick Maquina Afeitar Xtreme3 Piel Sensible x 6 Unidades,78555,5849.00,5849.00
2093,Ahumada,Alta Zinc 10 mg x 40 Comprimidos,63525,20795.00,20795.00
2094,Ahumada,La Roche Posay Agua Micelar Ultra Piel Reactiva x 100 mL,84172002,4699.00,4699.00
2095,Ahumada,Loreal Loci\u00f3n Micelar 5 En 1 x 200 mL,78147,5199.00,5199.00
2096,Ahumada,Ciclidon x 21 Comprimidos Recubiertos,12876,23795.00,23795.00
2097,Ahumada,Nido Leche En Polvo Etapa 5 Bolsa x 800 g,50184,8699.00,8699.00
2098,Ahumada,Mebral 10 mg x 60 Comprimidos Recubiertos,86859,33295.00,33295.00
2099,Ahumada,Vichy Base Dermablend Corrector Bronze 55 x 1 Unidad,50439001,30399.00,30399.00
2100,Ahumada,Gullon Galleta Diet Vainilla x 70 g,76408,1249.00,1249.00
2101,Ahumada,Phillips Repuesto Maquina De Afeitar Oneblade x 2 Unidades,87592,21499.00,21499.00
2102,Ahumada,Lucaste 5 mg x 30 Comprimidos Masticables,80816,17795.00,17795.00
2103,Ahumada,Grifodilzem 60 mg x 60 Comprimidos De Liberaci\u00f3n Prolongada,15056,20195.00,20195.00
2104,Ahumada,"Belara CD 2\/0,03 mg x 28 Comprimidos Recubiertos",83993,19095.00,19095.00
2105,Ahumada,Vichy Crema Tratamiento Slow Age Fps30 x 50 mL,85683,33099.00,33099.00
2106,Ahumada,Goicoechea Emulsi\u00f3n Hidratante Corporal Diabettx Con Urea Y Cal\u00e9ndula x 200 mL,87841,6099.00,6099.00
2107,Ahumada,Le Sancy Pack Jabon Aceite De Almendras 90 g x 3 Unidades,65116,2399.00,2399.00
2108,Ahumada,Uriage Limpiador Desmaquillante De Ojos Waterproof  Eau Thermale x 100 mL,87559,10399.00,10399.00
2109,Ahumada,BABY BA\u00d1O & SHAMPOO EUCERIN  400 ML,82079,16099.00,16099.00
2110,Ahumada,Nico Drops x 10 mL Soluci\u00f3n Oft\u00e1lmica,41825,24795.00,24795.00
2111,Ahumada,Pantene Shampoo Rizos Definidos x 400 mL,32367004,4199.00,4199.00
2112,Ahumada,Femelle 20 Fol x 28 Comprimidos Recubiertos,76270,21595.00,21595.00
2113,Ahumada,"Tejania 0,075 mg x 28 Comprimidos Recubiertos",83833,14095.00,14095.00
2114,Ahumada,"Oftagen Compuesto x 3,5 g Unguento Oftalmico",9530,11795.00,11795.00
2115,Ahumada,Goodnites Pa\u00f1ales Nocturnos Unisex L-XL 7-11 A\u00f1os x 11 Unidades,85357,9599.00,9599.00
2116,Ahumada,Simonds Balsamo Ni\u00f1o Extra Suave x 360 mL,6818,2949.00,2949.00
2117,Ahumada,Fructis Mascarilla Hair Food Aguacate Sachet x 20 mL,87220001,1099.00,1099.00
2118,Ahumada,Ensure Advance Frutilla x 850 g,85889,21195.00,21195.00
2119,Ahumada,Head & Shoulders Shampoo Charcoal Purificaci\u00f3n Capilar x 375 mL,32364019,4599.00,4599.00
2120,Ahumada,Deaten 40 mg x 30 Comprimidos,46169,63495.00,63495.00
2121,Ahumada,Gillette Maquina De Afeitar Desechable Ultragrip 3 x 8 Unidades,85480,6199.00,6199.00
2122,Ahumada,Colgate Enjuague Bucal Canguro Luminous x 750 mL,84212,8749.00,8749.00
2123,Ahumada,Glucerna Vainilla x 850 g Polvo Para Suspensi\u00f3n Oral,86119,20495.00,20495.00
2124,Ahumada,Naturaloe Kids Shampoo Aloe + Manzanilla x 350 mL,86775002,7599.00,7599.00
2125,Ahumada,Cetaphil Loci\u00f3n Hidratante FPS 15 x 118 mL,50097,24599.00,24599.00
2126,Ahumada,Ladysoft Toalla Higienica Ultra Delgada Tela Ultraseca Con Alas x 8 Unidades,49331,1649.00,1649.00
2127,Ahumada,Corega Ultra Polvo Adhesivo Frasco x 22 g,65610,6799.00,6799.00
2128,Ahumada,Aerochamber Plus Adult Azul x 1 Unidad,87386,33195.00,33195.00
2129,Ahumada,Avene Crema Hidratante Contorno De Ojos Sensibles x 10 mL,83244,12799.00,12799.00
2130,Ahumada,Tena Toallas Humedas Adulto x 40 Unidades,82381,5295.00,5295.00
2131,Ahumada,Leblon Protector Solar Xtreme FPS 50 x 190 g,43124,6299.00,6299.00
2132,Ahumada,"Ovestin 0,1% x 15 g Crema Vaginal",7193,32895.00,32895.00
2133,Ahumada,Sedal Acondicionador Bomba Coco x 340 mL,86783,2949.00,2949.00
2134,Ahumada,Huggies Toallitas Humeda Classic x 80 Unidades,86594,1599.00,1599.00
2135,Ahumada,Garnier Jab\u00f3n L\u00edquido Facial Pure Active 3 En 1 x 150 mL,83562,5699.00,5699.00
2136,Ahumada,Simonds Spray F\u00e1cil De Peinar Brillo De Argan x 210 mL,85641,2799.00,2799.00
2137,Ahumada,Amoval Duo  400 mg\/5mL x 70 mL Polvo Para Suspensi\u00f3n Oral,23097,17795.00,17795.00
2138,Ahumada,Avene Crema Nutritiva Revitalizante x 40 mL,62,23599.00,23599.00
2139,Ahumada,Doox 5 mg x 30 Comprimidos,77500,22395.00,22395.00
2140,Ahumada,Ventartel 500 mg x 60 Comprimidos Recubiertos,24790,57695.00,57695.00
2141,Ahumada,"Degraler 2,5 mg\/ 5 mL x 100 mL Jarabe",48305,17195.00,17195.00
2142,Ahumada,Suncare FPS 50+ x 90 g Crema,65750,19699.00,19699.00
2143,Ahumada,Maybelline Base Instant Anti Age Borrador 21 Light Honey x 1 Unidad,70371,9499.00,9499.00
2144,Ahumada,Gillette Repuesto Mach3 Turbo x 4 Unidades,44230,12999.00,12999.00
2145,Ahumada,TOALLITAS MICELARES EXPERT NIVEA WATERPROOF MAKE UP REMOVER 20UDS,85979,2699.00,2699.00
2146,Ahumada,Boots Crema Facial Cucumber Hidratante x 1 Unidad,86743,4199.00,4199.00
2147,Ahumada,Isdin Crema Facial Glicoisdin \u00ae 15 Antiedad x 50 mL,44171,41599.00,41599.00
2148,Ahumada,"Tinox 2,5 mg x 30 Comprimidos Recubiertos",19118,26495.00,26495.00
2149,Ahumada,No 7 M\u00e1scara Ojos Gel Revitalising x 3 g,85047,6999.00,6999.00
2150,Ahumada,Acondicionador T\u00edo Nacho  Antiedad 415ml,76818002,7999.00,7999.00
2151,Ahumada,Neolucid ph 5 Loci\u00f3n Humectante x 250 mL,16217,11299.00,11299.00
2152,Ahumada,Cicatricure Crema Antimanchas FPS 30 x 50 mL,85705,15999.00,15999.00
2153,Ahumada,Ensure Chocolate x 850 g Polvo,78704,20495.00,20495.00
2154,Ahumada,Dahlia 20 x 28 Comprimidos Recubiertos,77443,12995.00,12995.00
2155,Ahumada,Loreal Crema Age Perfect Golden D\u00ed\u00ada x 50 mL,82682,17099.00,17099.00
2156,Ahumada,Acido Valproico 500 mg x 30 Comprimidos Con Recubrimiento Ent\u00e9rico,71789,7995.00,7995.00
2157,Ahumada,Elite Tripack Pa\u00f1uelos Disney x 1 Pack,86617,3299.00,3299.00
2158,Ahumada,Curaprox Cepillo Dental Soft 5460 x 2 Unidades,83261,6999.00,6999.00
2159,Ahumada,shampoo para ni\u00f1os johnson's\u00ae shampoo fuerza y vitamina x 400 ml.,86588005,3599.00,3599.00
2160,Ahumada,Sanity Mascarilla 3 Pliegues Desechable x 50 Unidades,88182,4195.00,4195.00
2161,Ahumada,Armonyl Noche x 20 Comprimidos Recubiertos,74502,5395.00,5395.00
2162,Ahumada,Petrizzio Hidrashock Crema De Dia x 50 g,86972,4199.00,4199.00
2163,Ahumada,"Avixis 0,025 % x 100 mL Soluci\u00f3n T\u00f3pica",81405,33295.00,33295.00
